0.127134856,0.151249461,0.162343817,0.175135717,0.189426971,0.204368807,0.20521327,0.209375269,0.218125808,0.227845756,0.216367945,0.206294701,0.198470487,0.194463593,0.187794054,0.182149935,0.179004739,0.177225334,0.164795347,0.153201206,0.144993537,0.135975872,0.116109436,0.095881086,0.077565704,0.06019819,0.04410168,0.028535114,0.013127962,0.001021112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015_02_03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000762602,0.010155106,0.022167169,0.035316674,0.046807411,0.058229212,0.073196898,0.090443774,0.109982766,0.131551056,0.14478673,0.158448944,0.17310642,0.188664369,0.197630332,0.2076648,0.21962947,0.232662645,0.2348729,0.236790177,0.239284791,0.242205946,0.238104265,0.234691943,0.231865575,0.229849203,0.219465748,0.209448514,0.200999569,0.190965101,0.159681172,0.127682034,0.100021542,0.075084016,0.054347264,0.036178371,0.017750969,0.002154244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015_02_04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001688927,0.022055149,0.050301594,0.085407152,0.126902197,0.166199914,0.216647997,0.280012925,0.33823352,0.385501939,0.412158552,0.437828522,0.462063766,0.484105989,0.502533391,0.519409737,0.534920293,0.549168462,0.542800517,0.533735459,0.524485136,0.514325722,0.501663076,0.488414477,0.474631624,0.46022835,0.433028867,0.405208962,0.376600603,0.344347264,0.282072383,0.218612667,0.167289961,0.12464455,0.085549332,0.051555364,0.024855666,0.004222318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015_02_05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002386902,0.017130547,0.035937096,0.058121499,0.080534252,0.103028867,0.131189143,0.165648427,0.202352434,0.232606635,0.255273589,0.279237398,0.305549332,0.333149505,0.347953468,0.363054718,0.379418354,0.395915554,0.394941835,0.392968548,0.392412753,0.393102111,0.390909091,0.388987505,0.387401982,0.386199914,0.366544593,0.345605343,0.326320551,0.306846187,0.255751831,0.205342525,0.156699698,0.117277036,0.082951314,0.049900905,0.02515726,0.005657044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015_02_06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003601896,0.022098234,0.047156398,0.080163723,0.117195174,0.152274882,0.192447221,0.238457561,0.280435157,0.307328738,0.32427402,0.34130978,0.358000862,0.375049548,0.401051271,0.428125808,0.456014649,0.483364929,0.505028005,0.527354589,0.549052133,0.569491598,0.581973287,0.592869453,0.601856958,0.605058165,0.582309349,0.556984059,0.527841448,0.495738906,0.410934942,0.333231366,0.25205084,0.184722103,0.136307626,0.083321844,0.041676002,0.011607066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015_02_07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00786299,0.033416631,0.065820767,0.105174494,0.145010771,0.181094356,0.233300302,0.290491168,0.338371392,0.371796639,0.371460577,0.372429987,0.375187419,0.377927617,0.361865575,0.344485136,0.330629039,0.318112882,0.291335631,0.267613098,0.24475657,0.226479966,0.203041792,0.181305472,0.161520896,0.143985351,0.13361913,0.123192589,0.112826368,0.102959931,0.087975011,0.072645411,0.058448944,0.0451271,0.03384748,0.022873761,0.013192589,0.004661784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015_02_08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007750969,0.029819044,0.057302887,0.092132701,0.133821629,0.169177079,0.218302456,0.279426971,0.335743214,0.371749246,0.392813442,0.417600172,0.441141749,0.461865575,0.460891857,0.458470487,0.455036622,0.451848341,0.424515295,0.395967255,0.370396381,0.344881517,0.321775097,0.300581646,0.280521327,0.262675571,0.234390349,0.2092891,0.187488152,0.171706161,0.141951745,0.111856958,0.088897027,0.070624731,0.053972426,0.037182249,0.021934511,0.008513572,4.31e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015_02_09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002395519,0.00754847,0.01330461,0.019405429,0.025734597,0.032128393,0.039233089,0.046479966,0.053683757,0.060051702,0.065256355,0.070547178,0.075846618,0.080952176,0.082554933,0.083946575,0.084920293,0.085424386,0.084579922,0.0832486,0.081542439,0.079435588,0.078130116,0.076355019,0.074213701,0.071719087,0.068612667,0.065170185,0.061559673,0.05817751,0.0527919,0.04678156,0.040805687,0.034635933,0.027005601,0.019500215,0.012283498,0.005420078,0.000107712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015_02_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15e-05,0.003877639,0.010094787,0.016454115,0.022903921,0.029263249,0.035532098,0.04299009,0.05079707,0.058716071,0.066850495,0.073606204,0.080305903,0.086872038,0.093239983,0.097884533,0.102352434,0.106617837,0.110499785,0.109702714,0.108483412,0.106622146,0.104205084,0.100555795,0.09632486,0.091762171,0.086846187,0.081059888,0.075006463,0.068642826,0.062102542,0.055239121,0.047888841,0.040560103,0.033287376,0.026393796,0.019530375,0.01293408,0.006290392,0.00042654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015_02_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000241275,0.015191728,0.040094787,0.071434726,0.111628608,0.15130978,0.189508832,0.230835847,0.271128824,0.2955838,0.315398535,0.328983197,0.342399828,0.354674709,0.365962947,0.38108143,0.395510556,0.409418354,0.421762171,0.429767342,0.436725549,0.442589401,0.447203791,0.449207238,0.449952607,0.448953037,0.445514864,0.428535114,0.409224472,0.387229642,0.36526928,0.335635502,0.286195605,0.23111159,0.17943128,0.137367514,0.090383455,0.051283929,0.022296424,0.002012064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015_02_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001008186,0.023489875,0.057712193,0.104838432,0.159090909,0.208647135,0.261650151,0.323722533,0.383140888,0.419336493,0.452162861,0.474541146,0.496669539,0.516242999,0.530896165,0.542399828,0.552666954,0.561258078,0.567819905,0.567203791,0.564924601,0.560529944,0.554510987,0.545187419,0.534752262,0.522886687,0.507819905,0.484084446,0.458504955,0.431503662,0.403955192,0.37028436,0.31752262,0.259659629,0.203188281,0.157268419,0.108074106,0.060986644,0.027910383,0.00384748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
